difficulty,topicTags,translatedTitle
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1Ng==', 'name': 'Two Pointers', 'slug': 'two-pointers', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.141020+00:00', 'isEnabled': True, 'keywords': '[""two"", ""Two"", ""Two Pointers"", ""\\u53cc"", ""\\u53cc\\u6307"", ""\\u53cc\\u6307\\u9488""]', 'imgUrl': None, 'translatedName': '双指针'}]",删除有序数组中的重复项
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1Ng==', 'name': 'Two Pointers', 'slug': 'two-pointers', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.141020+00:00', 'isEnabled': True, 'keywords': '[""two"", ""Two"", ""Two Pointers"", ""\\u53cc"", ""\\u53cc\\u6307"", ""\\u53cc\\u6307\\u9488""]', 'imgUrl': None, 'translatedName': '双指针'}]",移除元素
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU1Ng==', 'name': 'Two Pointers', 'slug': 'two-pointers', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.141020+00:00', 'isEnabled': True, 'keywords': '[""two"", ""Two"", ""Two Pointers"", ""\\u53cc"", ""\\u53cc\\u6307"", ""\\u53cc\\u6307\\u9488""]', 'imgUrl': None, 'translatedName': '双指针'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjQ0NDYw', 'name': 'String Matching', 'slug': 'string-matching', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:04:00.207899+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""\\u5b57\\u7b26\\u4e32\\u5339\\u914d"", ""\\u5339\\u914d"", ""string"", ""String"", ""str"", ""Str""]', 'imgUrl': None, 'translatedName': '字符串匹配'}]",找出字符串中第一个匹配项的下标
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1Mw==', 'name': 'Bit Manipulation', 'slug': 'bit-manipulation', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:44:09.635610+00:00', 'isEnabled': True, 'keywords': '[""\\u4f4d"", ""\\u4f4d\\u8fd0\\u7b97"", ""\\u8fd0\\u7b97"", ""bit"", ""Bit"", ""mani"", ""bi"", ""Bi"", ""manipulation"", ""Manipulation""]', 'imgUrl': None, 'translatedName': '位运算'}, {'id': 'VG9waWNUYWdOb2RlOjU1NQ==', 'name': 'Math', 'slug': 'math', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:10:44.949149+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u5b66"", ""math"", "" ma"", ""Ma"", ""Math""]', 'imgUrl': None, 'translatedName': '数学'}]",两数相除
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjU0NDUw', 'name': 'Sliding Window', 'slug': 'sliding-window', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2019-03-06T08:44:54.669574+00:00', 'isEnabled': True, 'keywords': '[""\\u6ed1"", ""\\u6ed1\\u52a8"", ""\\u6ed1\\u52a8\\u7a97\\u53e3"", ""\\u7a97\\u53e3"", ""sliding"", ""Sliding"", ""window"", ""Window"", ""Sliding Window""]', 'imgUrl': None, 'translatedName': '滑动窗口'}]",串联所有单词的子串
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1Ng==', 'name': 'Two Pointers', 'slug': 'two-pointers', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.141020+00:00', 'isEnabled': True, 'keywords': '[""two"", ""Two"", ""Two Pointers"", ""\\u53cc"", ""\\u53cc\\u6307"", ""\\u53cc\\u6307\\u9488""]', 'imgUrl': None, 'translatedName': '双指针'}]",下一个排列
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ0NQ==', 'name': 'Stack', 'slug': 'stack', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T13:39:09.012767+00:00', 'isEnabled': True, 'keywords': '[""\\u6808"", ""st"", ""stack"", ""St"", ""Stack""]', 'imgUrl': None, 'translatedName': '栈'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}]",最长有效括号
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1OA==', 'name': 'Binary Search', 'slug': 'binary-search', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:18.848044+00:00', 'isEnabled': True, 'keywords': '[""\\u4e8c"", ""\\u4e8c\\u5206"", ""\\u4e8c\\u5206\\u67e5\\u627e"", ""\\u67e5\\u627e"", ""\\u67e5"", ""Bi"", ""bi"", ""bin"", ""Bin"", ""Binary"", ""binary"", ""search"", ""Search"", ""Binary Search""]', 'imgUrl': None, 'translatedName': '二分查找'}]",搜索旋转排序数组
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1OA==', 'name': 'Binary Search', 'slug': 'binary-search', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:18.848044+00:00', 'isEnabled': True, 'keywords': '[""\\u4e8c"", ""\\u4e8c\\u5206"", ""\\u4e8c\\u5206\\u67e5\\u627e"", ""\\u67e5\\u627e"", ""\\u67e5"", ""Bi"", ""bi"", ""bin"", ""Bin"", ""Binary"", ""binary"", ""search"", ""Search"", ""Binary Search""]', 'imgUrl': None, 'translatedName': '二分查找'}]",在排序数组中查找元素的第一个和最后一个位置
Easy,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1OA==', 'name': 'Binary Search', 'slug': 'binary-search', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:18.848044+00:00', 'isEnabled': True, 'keywords': '[""\\u4e8c"", ""\\u4e8c\\u5206"", ""\\u4e8c\\u5206\\u67e5\\u627e"", ""\\u67e5\\u627e"", ""\\u67e5"", ""Bi"", ""bi"", ""bin"", ""Bin"", ""Binary"", ""binary"", ""search"", ""Search"", ""Binary Search""]', 'imgUrl': None, 'translatedName': '二分查找'}]",搜索插入位置
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}, {'id': 'VG9waWNUYWdOb2RlOjI3NDA4', 'name': 'Matrix', 'slug': 'matrix', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:58.967930+00:00', 'isEnabled': True, 'keywords': '[""\\u77e9"", ""\\u77e9\\u9635"", ""ma"", "" matrix"", ""Ma"", ""Matrix""]', 'imgUrl': None, 'translatedName': '矩阵'}]",有效的数独
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mw==', 'name': 'Backtracking', 'slug': 'backtracking', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.949243+00:00', 'isEnabled': True, 'keywords': '[""\\u56de"", ""\\u56de\\u6eaf"", ""back"", "" backtracking"", ""Ba"", ""Back"", ""Backtracking"", ""ba""]', 'imgUrl': None, 'translatedName': '回溯'}, {'id': 'VG9waWNUYWdOb2RlOjI3NDA4', 'name': 'Matrix', 'slug': 'matrix', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-04-14T07:03:58.967930+00:00', 'isEnabled': True, 'keywords': '[""\\u77e9"", ""\\u77e9\\u9635"", ""ma"", "" matrix"", ""Ma"", ""Matrix""]', 'imgUrl': None, 'translatedName': '矩阵'}]",解数独
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}]",外观数列
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mw==', 'name': 'Backtracking', 'slug': 'backtracking', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.949243+00:00', 'isEnabled': True, 'keywords': '[""\\u56de"", ""\\u56de\\u6eaf"", ""back"", "" backtracking"", ""Ba"", ""Back"", ""Backtracking"", ""ba""]', 'imgUrl': None, 'translatedName': '回溯'}]",组合总和
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mw==', 'name': 'Backtracking', 'slug': 'backtracking', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.949243+00:00', 'isEnabled': True, 'keywords': '[""\\u56de"", ""\\u56de\\u6eaf"", ""back"", "" backtracking"", ""Ba"", ""Back"", ""Backtracking"", ""ba""]', 'imgUrl': None, 'translatedName': '回溯'}]",组合总和 II
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU0MQ==', 'name': 'Hash Table', 'slug': 'hash-table', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.439288+00:00', 'isEnabled': True, 'keywords': '[""ha"", ""hash"", ""hash table"", ""Ha"", ""Hash"", ""Hash Table"", ""\\u54c8\\uff0c\\u54c8\\u5e0c\\uff0c\\u54c8\\u5e0c\\u8868""]', 'imgUrl': None, 'translatedName': '哈希表'}]",缺失的第一个正数
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ0NQ==', 'name': 'Stack', 'slug': 'stack', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T13:39:09.012767+00:00', 'isEnabled': True, 'keywords': '[""\\u6808"", ""st"", ""stack"", ""St"", ""Stack""]', 'imgUrl': None, 'translatedName': '栈'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU1Ng==', 'name': 'Two Pointers', 'slug': 'two-pointers', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.141020+00:00', 'isEnabled': True, 'keywords': '[""two"", ""Two"", ""Two Pointers"", ""\\u53cc"", ""\\u53cc\\u6307"", ""\\u53cc\\u6307\\u9488""]', 'imgUrl': None, 'translatedName': '双指针'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}, {'id': 'VG9waWNUYWdOb2RlOjU3ODc1', 'name': 'Monotonic Stack', 'slug': 'monotonic-stack', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2020-07-07T03:53:29.349887+00:00', 'isEnabled': True, 'keywords': '[""\\u5355"", ""\\u5355\\u8c03"", ""\\u5355\\u8c03\\u6808"", ""stack"", ""Stack"", ""monotonic"", ""Monotonic"", ""Monotonic Stack"", ""\\u6808"", ""mono"", ""Mono""]', 'imgUrl': None, 'translatedName': '单调栈'}]",接雨水
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU1NQ==', 'name': 'Math', 'slug': 'math', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:10:44.949149+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u5b66"", ""math"", "" ma"", ""Ma"", ""Math""]', 'imgUrl': None, 'translatedName': '数学'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjU3ODc2', 'name': 'Simulation', 'slug': 'simulation', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2020-07-07T03:55:56.439319+00:00', 'isEnabled': True, 'keywords': '[""\\u6a21\\u62df"", ""\\u6a21"", ""si"", ""Si"", ""simu"", ""Simu"", ""simulation"", ""Simulation""]', 'imgUrl': None, 'translatedName': '模拟'}]",字符串相乘
Hard,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjQ2OQ==', 'name': 'Recursion', 'slug': 'recursion', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T16:14:37.909574+00:00', 'isEnabled': True, 'keywords': '[""\\u9012"", ""\\u9012\\u5f52"", ""re"", ""r"", ""R"", ""Re"", ""recursion"", ""Recursion""]', 'imgUrl': None, 'translatedName': '递归'}, {'id': 'VG9waWNUYWdOb2RlOjU1Nw==', 'name': 'String', 'slug': 'string', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:11:00.148964+00:00', 'isEnabled': True, 'keywords': '[""\\u5b57"", ""\\u5b57\\u7b26"", ""\\u5b57\\u7b26\\u4e32"", ""String"", ""string"", ""str"", ""Str"", ""st"", ""St""]', 'imgUrl': None, 'translatedName': '字符串'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}]",通配符匹配
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjQ1MA==', 'name': 'Greedy', 'slug': 'greedy', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-07T14:18:58.628302+00:00', 'isEnabled': True, 'keywords': '[""\\u8d2a\\u5fc3"", ""\\u8d2a"", ""greedy"", ""gre"", ""Gre"", ""Greedy"", ""gr"", ""Gr""]', 'imgUrl': None, 'translatedName': '贪心'}, {'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mg==', 'name': 'Dynamic Programming', 'slug': 'dynamic-programming', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.941679+00:00', 'isEnabled': True, 'keywords': '[""dp"", ""DP"", ""d"", ""D"", ""\\u52a8"", ""\\u52a8\\u6001"", ""\\u52a8\\u6001\\u89c4\\u5212"", ""dy"", ""dynamic"", ""Dy"", ""Dynamic"", ""Dynamic Programming""]', 'imgUrl': None, 'translatedName': '动态规划'}]",跳跃游戏 II
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mw==', 'name': 'Backtracking', 'slug': 'backtracking', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.949243+00:00', 'isEnabled': True, 'keywords': '[""\\u56de"", ""\\u56de\\u6eaf"", ""back"", "" backtracking"", ""Ba"", ""Back"", ""Backtracking"", ""ba""]', 'imgUrl': None, 'translatedName': '回溯'}]",全排列
Medium,"[{'id': 'VG9waWNUYWdOb2RlOjU0MA==', 'name': 'Array', 'slug': 'array', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:09:03.429527+00:00', 'isEnabled': True, 'keywords': '[""\\u6570"", ""\\u6570\\u7ec4"", ""ar"", ""array"", ""Ar"", ""Array""]', 'imgUrl': None, 'translatedName': '数组'}, {'id': 'VG9waWNUYWdOb2RlOjU2Mw==', 'name': 'Backtracking', 'slug': 'backtracking', 'tagType': {'name': 'Question Tags', 'slug': 'question-tags'}, 'createdAt': '2018-02-08T02:12:44.949243+00:00', 'isEnabled': True, 'keywords': '[""\\u56de"", ""\\u56de\\u6eaf"", ""back"", "" backtracking"", ""Ba"", ""Back"", ""Backtracking"", ""ba""]', 'imgUrl': None, 'translatedName': '回溯'}]",全排列 II
